NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,NAME_ENGL,NAME_FREN,ISO3_CODE,SVRG_UN,CAPT,EU_STAT,EFTA_STAT,CC_STAT,NAME_GERM,geo,geo_level,TIME_PERIOD,unit,gdp_pc_index,obs_flag,conf_status,is_eu,sample_group,log_gdp_pc_index,gdp_map_class
RO11,2,RO,Nord-Vest,Nord-Vest,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO11,NUTS 2,2023,PPS_HAB_EU27_2020,69,,,True,EU27,4.23410650459726,50-74
RO12,2,RO,Centru,Centru,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO12,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,True,EU27,4.248495242049359,50-74
RO21,2,RO,Nord-Est,Nord-Est,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO21,NUTS 2,2023,PPS_HAB_EU27_2020,47,,,True,EU27,3.8501476017100584,<50
RO22,2,RO,Sud-Est,Sud-Est,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO22,NUTS 2,2023,PPS_HAB_EU27_2020,57,,,True,EU27,4.04305126783455,50-74
RO31,2,RO,Sud-Muntenia,Sud-Muntenia,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO31,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,True,EU27,3.9889840465642745,50-74
RO32,2,RO,Bucureşti-Ilfov,Bucureşti-Ilfov,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO32,NUTS 2,2023,PPS_HAB_EU27_2020,181,,,True,EU27,5.198497031265826,150+
RO41,2,RO,Sud-Vest Oltenia,Sud-Vest Oltenia,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO41,NUTS 2,2023,PPS_HAB_EU27_2020,59,,,True,EU27,4.07753744390572,50-74
RO42,2,RO,Vest,Vest,,,,Romania,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien,RO42,NUTS 2,2023,PPS_HAB_EU27_2020,77,,,True,EU27,4.343805421853684,75-99
RS11,2,RS,City of Belgrade,Београдски регион,,,,Serbia,Serbie,SRB,UN Member State,Belgrade,F,F,T,Serbien,RS11,NUTS 2,2023,PPS_HAB_EU27_2020,82,p,,False,candidate country,4.406719247264253,75-99
RS12,2,RS,Autonomous Province of Vojvodina,Регион Војводине,,,,Serbia,Serbie,SRB,UN Member State,Belgrade,F,F,T,Serbien,RS12,NUTS 2,2023,PPS_HAB_EU27_2020,46,p,,False,candidate country,3.828641396489095,<50
RS21,2,RS,Region Šumadije i Zapadne Srbije,Регион Шумадије и Западне Србије,,,,Serbia,Serbie,SRB,UN Member State,Belgrade,F,F,T,Serbien,RS21,NUTS 2,2023,PPS_HAB_EU27_2020,30,p,,False,candidate country,3.4011973816621555,<50
RS22,2,RS,Region Južne i Istočne Srbije,Регион Јужне и Источне Србије,,,,Serbia,Serbie,SRB,UN Member State,Belgrade,F,F,T,Serbien,RS22,NUTS 2,2023,PPS_HAB_EU27_2020,35,p,,False,candidate country,3.5553480614894135,<50
SE11,2,SE,Stockholm,Stockholm,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE11,NUTS 2,2023,PPS_HAB_EU27_2020,151,,,True,EU27,5.017279836814924,150+
SE12,2,SE,Östra Mellansverige,Östra Mellansverige,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE12,NUTS 2,2023,PPS_HAB_EU27_2020,96,,,True,EU27,4.564348191467836,75-99
SE21,2,SE,Småland med öarna,Småland med öarna,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE21,NUTS 2,2023,PPS_HAB_EU27_2020,95,,,True,EU27,4.553876891600541,75-99
SE22,2,SE,Sydsverige,Sydsverige,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE22,NUTS 2,2023,PPS_HAB_EU27_2020,94,,,True,EU27,4.543294782270004,75-99
SE23,2,SE,Västsverige,Västsverige,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE23,NUTS 2,2023,PPS_HAB_EU27_2020,110,,,True,EU27,4.700480365792417,100-124
SE31,2,SE,Norra Mellansverige,Norra Mellansverige,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE31,NUTS 2,2023,PPS_HAB_EU27_2020,85,,,True,EU27,4.442651256490317,75-99
SE32,2,SE,Mellersta Norrland,Mellersta Norrland,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE32,NUTS 2,2023,PPS_HAB_EU27_2020,95,,,True,EU27,4.553876891600541,75-99
SE33,2,SE,Övre Norrland,Övre Norrland,,,,Sweden,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden,SE33,NUTS 2,2023,PPS_HAB_EU27_2020,109,,,True,EU27,4.6913478822291435,100-124
SI03,2,SI,Vzhodna Slovenija,Vzhodna Slovenija,,,,Slovenia,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien,SI03,NUTS 2,2023,PPS_HAB_EU27_2020,73,,,True,EU27,4.290459441148391,50-74
SI04,2,SI,Zahodna Slovenija,Zahodna Slovenija,,,,Slovenia,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien,SI04,NUTS 2,2023,PPS_HAB_EU27_2020,112,,,True,EU27,4.718498871295094,100-124
SK01,2,SK,Bratislavský kraj,Bratislavský kraj,,,,Slovakia,Slovaquie,SVK,UN Member State,Bratislava,T,F,F,Slowakei,SK01,NUTS 2,2023,PPS_HAB_EU27_2020,151,,,True,EU27,5.017279836814924,150+
SK02,2,SK,Západné Slovensko,Západné Slovensko,,,,Slovakia,Slovaquie,SVK,UN Member State,Bratislava,T,F,F,Slowakei,SK02,NUTS 2,2023,PPS_HAB_EU27_2020,69,,,True,EU27,4.23410650459726,50-74
SK03,2,SK,Stredné Slovensko,Stredné Slovensko,,,,Slovakia,Slovaquie,SVK,UN Member State,Bratislava,T,F,F,Slowakei,SK03,NUTS 2,2023,PPS_HAB_EU27_2020,61,,,True,EU27,4.110873864173311,50-74
SK04,2,SK,Východné Slovensko,Východné Slovensko,,,,Slovakia,Slovaquie,SVK,UN Member State,Bratislava,T,F,F,Slowakei,SK04,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,True,EU27,3.9889840465642745,50-74
TR10,2,TR,İstanbul,İstanbul,,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR10,NUTS 2,2023,PPS_HAB_EU27_2020,108,,,False,candidate country,4.68213122712422,100-124
TR21,2,TR,"Tekirdağ, Edirne, Kırklareli","Tekirdağ, Edirne, Kırklareli",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR21,NUTS 2,2023,PPS_HAB_EU27_2020,79,,,False,candidate country,4.3694478524670215,75-99
TR22,2,TR,"Balıkesir, Çanakkale","Balıkesir, Çanakkale",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR22,NUTS 2,2023,PPS_HAB_EU27_2020,63,,,False,candidate country,4.143134726391533,50-74
TR31,2,TR,İzmir,İzmir,,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR31,NUTS 2,2023,PPS_HAB_EU27_2020,77,,,False,candidate country,4.343805421853684,75-99
TR32,2,TR,"Aydın, Denizli, Muğla","Aydın, Denizli, Muğla",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR32,NUTS 2,2023,PPS_HAB_EU27_2020,58,,,False,candidate country,4.060443010546419,50-74
TR33,2,TR,"Manisa, Afyonkarahisar, Kütahya, Uşak","Manisa, Afyonkarahisar, Kütahya, Uşak",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR33,NUTS 2,2023,PPS_HAB_EU27_2020,56,,,False,candidate country,4.02535169073515,50-74
TR41,2,TR,"Bursa, Eskişehir, Bilecik","Bursa, Eskişehir, Bilecik",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR41,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,False,candidate country,4.248495242049359,50-74
TR42,2,TR,"Kocaeli, Sakarya, Düzce, Bolu, Yalova","Kocaeli, Sakarya, Düzce, Bolu, Yalova",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR42,NUTS 2,2023,PPS_HAB_EU27_2020,89,,,False,candidate country,4.48863636973214,75-99
TR51,2,TR,Ankara,Ankara,,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR51,NUTS 2,2023,PPS_HAB_EU27_2020,104,,,False,candidate country,4.6443908991413725,100-124
TR52,2,TR,"Konya, Karaman","Konya, Karaman",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR52,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,False,candidate country,3.9889840465642745,50-74
TR61,2,TR,"Antalya, Isparta, Burdur","Antalya, Isparta, Burdur",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR61,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,False,candidate country,4.248495242049359,50-74
TR62,2,TR,"Adana, Mersin","Adana, Mersin",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR62,NUTS 2,2023,PPS_HAB_EU27_2020,52,,,False,candidate country,3.9512437185814275,50-74
TR63,2,TR,"Hatay, Kahramanmaraş, Osmaniye","Hatay, Kahramanmaraş, Osmaniye",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR63,NUTS 2,2023,PPS_HAB_EU27_2020,40,,,False,candidate country,3.6888794541139363,<50
TR71,2,TR,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR71,NUTS 2,2023,PPS_HAB_EU27_2020,52,,,False,candidate country,3.9512437185814275,50-74
TR72,2,TR,"Kayseri, Sivas, Yozgat","Kayseri, Sivas, Yozgat",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR72,NUTS 2,2023,PPS_HAB_EU27_2020,50,,,False,candidate country,3.912023005428146,50-74
TR81,2,TR,"Zonguldak, Karabük, Bartın","Zonguldak, Karabük, Bartın",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR81,NUTS 2,2023,PPS_HAB_EU27_2020,49,,,False,candidate country,3.8918202981106265,<50
TR82,2,TR,"Kastamonu, Çankırı, Sinop","Kastamonu, Çankırı, Sinop",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR82,NUTS 2,2023,PPS_HAB_EU27_2020,51,,,False,candidate country,3.9318256327243257,50-74
TR83,2,TR,"Samsun, Tokat, Çorum, Amasya","Samsun, Tokat, Çorum, Amasya",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR83,NUTS 2,2023,PPS_HAB_EU27_2020,43,,,False,candidate country,3.7612001156935624,<50
TR90,2,TR,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TR90,NUTS 2,2023,PPS_HAB_EU27_2020,41,,,False,candidate country,3.713572066704308,<50
TRA1,2,TR,"Erzurum, Erzincan, Bayburt","Erzurum, Erzincan, Bayburt",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRA1,NUTS 2,2023,PPS_HAB_EU27_2020,44,,,False,candidate country,3.784189633918261,<50
TRA2,2,TR,"Ağrı, Kars, Iğdır, Ardahan","Ağrı, Kars, Iğdır, Ardahan",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRA2,NUTS 2,2023,PPS_HAB_EU27_2020,32,,,False,candidate country,3.4657359027997265,<50
TRB1,2,TR,"Malatya, Elazığ, Bingöl, Tunceli","Malatya, Elazığ, Bingöl, Tunceli",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRB1,NUTS 2,2023,PPS_HAB_EU27_2020,41,,,False,candidate country,3.713572066704308,<50
TRB2,2,TR,"Van, Muş, Bitlis, Hakkari","Van, Muş, Bitlis, Hakkari",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRB2,NUTS 2,2023,PPS_HAB_EU27_2020,28,,,False,candidate country,3.332204510175204,<50
TRC1,2,TR,"Gaziantep, Adıyaman, Kilis","Gaziantep, Adıyaman, Kilis",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRC1,NUTS 2,2023,PPS_HAB_EU27_2020,40,,,False,candidate country,3.6888794541139363,<50
TRC2,2,TR,"Şanlıurfa, Diyarbakır","Şanlıurfa, Diyarbakır",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRC2,NUTS 2,2023,PPS_HAB_EU27_2020,26,,,False,candidate country,3.258096538021482,<50
TRC3,2,TR,"Mardin, Batman, Şırnak, Siirt","Mardin, Batman, Şırnak, Siirt",,,,Türkiye,Turquie,TUR,UN Member State,Ankara,F,F,T,Türkei,TRC3,NUTS 2,2023,PPS_HAB_EU27_2020,34,,,False,candidate country,3.5263605246161616,<50
