NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,NAME_ENGL,NAME_FREN,ISO3_CODE,SVRG_UN,CAPT,EU_STAT,EFTA_STAT,CC_STAT,NAME_GERM,geo,geo_level,TIME_PERIOD,unit,gdp_pc_index,obs_flag,conf_status,is_eu,sample_group,log_gdp_pc_index,gdp_map_class
ES53,2,ES,Illes Balears,Illes Balears,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES53,NUTS 2,2023,PPS_HAB_EU27_2020,99,p,,True,EU27,4.59511985013459,75-99
ES61,2,ES,Andalucía,Andalucía,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES61,NUTS 2,2023,PPS_HAB_EU27_2020,68,p,,True,EU27,4.219507705176107,50-74
ES62,2,ES,Región de Murcia,Región de Murcia,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES62,NUTS 2,2023,PPS_HAB_EU27_2020,75,p,,True,EU27,4.31748811353631,75-99
ES63,2,ES,Ciudad de Ceuta,Ciudad de Ceuta,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES63,NUTS 2,2023,PPS_HAB_EU27_2020,66,p,,True,EU27,4.189654742026425,50-74
ES64,2,ES,Ciudad de Melilla,Ciudad de Melilla,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES64,NUTS 2,2023,PPS_HAB_EU27_2020,60,p,,True,EU27,4.0943445622221,50-74
ES70,2,ES,Canarias,Canarias,,,,Spain,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien,ES70,NUTS 2,2023,PPS_HAB_EU27_2020,71,p,,True,EU27,4.2626798770413155,50-74
FI19,2,FI,Länsi-Suomi,Länsi-Suomi,,,,Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland,FI19,NUTS 2,2023,PPS_HAB_EU27_2020,94,,,True,EU27,4.543294782270004,75-99
FI1B,2,FI,Helsinki-Uusimaa,Helsinki-Uusimaa,,,,Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland,FI1B,NUTS 2,2023,PPS_HAB_EU27_2020,131,,,True,EU27,4.875197323201151,125-149
FI1C,2,FI,Etelä-Suomi,Etelä-Suomi,,,,Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland,FI1C,NUTS 2,2023,PPS_HAB_EU27_2020,89,,,True,EU27,4.48863636973214,75-99
FI1D,2,FI,Pohjois- ja Itä-Suomi,Pohjois- ja Itä-Suomi,,,,Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland,FI1D,NUTS 2,2023,PPS_HAB_EU27_2020,88,,,True,EU27,4.477336814478207,75-99
FI20,2,FI,Åland,Åland,,,,Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland,FI20,NUTS 2,2023,PPS_HAB_EU27_2020,114,,,True,EU27,4.736198448394496,100-124
FR10,2,FR,Ile-de-France,Ile-de-France,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FR10,NUTS 2,2023,PPS_HAB_EU27_2020,160,p,,True,EU27,5.075173815233827,150+
FRB0,2,FR,Centre — Val de Loire,Centre — Val de Loire,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRB0,NUTS 2,2023,PPS_HAB_EU27_2020,83,p,,True,EU27,4.418840607796598,75-99
FRC1,2,FR,Bourgogne,Bourgogne,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRC1,NUTS 2,2023,PPS_HAB_EU27_2020,83,p,,True,EU27,4.418840607796598,75-99
FRC2,2,FR,Franche-Comté,Franche-Comté,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRC2,NUTS 2,2023,PPS_HAB_EU27_2020,75,p,,True,EU27,4.31748811353631,75-99
FRD1,2,FR,Basse-Normandie,Basse-Normandie,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRD1,NUTS 2,2023,PPS_HAB_EU27_2020,81,p,,True,EU27,4.394449154672439,75-99
FRD2,2,FR,Haute-Normandie,Haute-Normandie,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRD2,NUTS 2,2023,PPS_HAB_EU27_2020,84,p,,True,EU27,4.430816798843313,75-99
FRE1,2,FR,Nord-Pas de Calais,Nord-Pas de Calais,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRE1,NUTS 2,2023,PPS_HAB_EU27_2020,78,p,,True,EU27,4.356708826689592,75-99
FRE2,2,FR,Picardie,Picardie,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRE2,NUTS 2,2023,PPS_HAB_EU27_2020,74,p,,True,EU27,4.30406509320417,50-74
FRF1,2,FR,Alsace,Alsace,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRF1,NUTS 2,2023,PPS_HAB_EU27_2020,91,p,,True,EU27,4.51085950651685,75-99
FRF2,2,FR,Champagne-Ardenne,Champagne-Ardenne,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRF2,NUTS 2,2023,PPS_HAB_EU27_2020,89,p,,True,EU27,4.48863636973214,75-99
FRF3,2,FR,Lorraine,Lorraine,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRF3,NUTS 2,2023,PPS_HAB_EU27_2020,73,p,,True,EU27,4.290459441148391,50-74
FRG0,2,FR,Pays de la Loire,Pays de la Loire,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRG0,NUTS 2,2023,PPS_HAB_EU27_2020,88,p,,True,EU27,4.477336814478207,75-99
FRH0,2,FR,Bretagne,Bretagne,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRH0,NUTS 2,2023,PPS_HAB_EU27_2020,85,p,,True,EU27,4.442651256490317,75-99
FRI1,2,FR,Aquitaine,Aquitaine,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRI1,NUTS 2,2023,PPS_HAB_EU27_2020,88,p,,True,EU27,4.477336814478207,75-99
FRI2,2,FR,Limousin,Limousin,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRI2,NUTS 2,2023,PPS_HAB_EU27_2020,76,p,,True,EU27,4.330733340286331,75-99
FRI3,2,FR,Poitou-Charentes,Poitou-Charentes,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRI3,NUTS 2,2023,PPS_HAB_EU27_2020,83,p,,True,EU27,4.418840607796598,75-99
FRJ1,2,FR,Languedoc-Roussillon,Languedoc-Roussillon,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRJ1,NUTS 2,2023,PPS_HAB_EU27_2020,78,p,,True,EU27,4.356708826689592,75-99
FRJ2,2,FR,Midi-Pyrénées,Midi-Pyrénées,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRJ2,NUTS 2,2023,PPS_HAB_EU27_2020,90,p,,True,EU27,4.499809670330265,75-99
FRK1,2,FR,Auvergne,Auvergne,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRK1,NUTS 2,2023,PPS_HAB_EU27_2020,81,p,,True,EU27,4.394449154672439,75-99
FRK2,2,FR,Rhône-Alpes,Rhône-Alpes,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRK2,NUTS 2,2023,PPS_HAB_EU27_2020,102,p,,True,EU27,4.624972813284271,100-124
FRL0,2,FR,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRL0,NUTS 2,2023,PPS_HAB_EU27_2020,97,p,,True,EU27,4.574710978503383,75-99
FRM0,2,FR,Corse,Corse,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRM0,NUTS 2,2023,PPS_HAB_EU27_2020,86,p,,True,EU27,4.454347296253507,75-99
FRY1,2,FR,Guadeloupe,Guadeloupe,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRY1,NUTS 2,2023,PPS_HAB_EU27_2020,66,p,,True,EU27,4.189654742026425,50-74
FRY2,2,FR,Martinique,Martinique,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRY2,NUTS 2,2023,PPS_HAB_EU27_2020,68,p,,True,EU27,4.219507705176107,50-74
FRY3,2,FR,Guyane,Guyane,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRY3,NUTS 2,2023,PPS_HAB_EU27_2020,42,p,,True,EU27,3.7376696182833684,<50
FRY4,2,FR,La Réunion,La Réunion,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRY4,NUTS 2,2023,PPS_HAB_EU27_2020,64,p,,True,EU27,4.1588830833596715,50-74
FRY5,2,FR,Mayotte,Mayotte,,,,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich,FRY5,NUTS 2,2023,PPS_HAB_EU27_2020,29,p,,True,EU27,3.367295829986474,<50
HR02,2,HR,Panonska Hrvatska,Panonska Hrvatska,,,,Croatia,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien,HR02,NUTS 2,2023,PPS_HAB_EU27_2020,53,,,True,EU27,3.970291913552122,50-74
HR03,2,HR,Jadranska Hrvatska,Jadranska Hrvatska,,,,Croatia,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien,HR03,NUTS 2,2023,PPS_HAB_EU27_2020,73,,,True,EU27,4.290459441148391,50-74
HR05,2,HR,Grad Zagreb,Grad Zagreb,,,,Croatia,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien,HR05,NUTS 2,2023,PPS_HAB_EU27_2020,131,,,True,EU27,4.875197323201151,125-149
HR06,2,HR,Sjeverna Hrvatska,Sjeverna Hrvatska,,,,Croatia,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien,HR06,NUTS 2,2023,PPS_HAB_EU27_2020,66,,,True,EU27,4.189654742026425,50-74
HU11,2,HU,Budapest,Budapest,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU11,NUTS 2,2023,PPS_HAB_EU27_2020,164,,,True,EU27,5.099866427824199,150+
HU12,2,HU,Pest,Pest,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU12,NUTS 2,2023,PPS_HAB_EU27_2020,65,,,True,EU27,4.174387269895637,50-74
HU21,2,HU,Közép-Dunántúl,Közép-Dunántúl,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU21,NUTS 2,2023,PPS_HAB_EU27_2020,66,,,True,EU27,4.189654742026425,50-74
HU22,2,HU,Nyugat-Dunántúl,Nyugat-Dunántúl,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU22,NUTS 2,2023,PPS_HAB_EU27_2020,67,,,True,EU27,4.204692619390966,50-74
HU23,2,HU,Dél-Dunántúl,Dél-Dunántúl,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU23,NUTS 2,2023,PPS_HAB_EU27_2020,50,,,True,EU27,3.912023005428146,50-74
HU31,2,HU,Észak-Magyarország,Észak-Magyarország,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU31,NUTS 2,2023,PPS_HAB_EU27_2020,48,,,True,EU27,3.871201010907891,<50
HU32,2,HU,Észak-Alföld,Észak-Alföld,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU32,NUTS 2,2023,PPS_HAB_EU27_2020,49,,,True,EU27,3.8918202981106265,<50
HU33,2,HU,Dél-Alföld,Dél-Alföld,,,,Hungary,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn,HU33,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,True,EU27,3.9889840465642745,50-74
IE04,2,IE,Northern and Western,Northern and Western,,,,Ireland,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland,IE04,NUTS 2,2023,PPS_HAB_EU27_2020,104,,,True,EU27,4.6443908991413725,100-124
IE05,2,IE,Southern,Southern,,,,Ireland,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland,IE05,NUTS 2,2023,PPS_HAB_EU27_2020,229,,,True,EU27,5.43372200355424,150+
IE06,2,IE,Eastern and Midland,Eastern and Midland,,,,Ireland,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland,IE06,NUTS 2,2023,PPS_HAB_EU27_2020,251,,,True,EU27,5.5254529391317835,150+
ITC1,2,IT,Piemonte,Piemonte,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITC1,NUTS 2,2023,PPS_HAB_EU27_2020,101,,,True,EU27,4.61512051684126,100-124
ITC2,2,IT,Valle d’Aosta/Vallée d’Aoste,Valle d’Aosta/Vallée d’Aoste,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITC2,NUTS 2,2023,PPS_HAB_EU27_2020,128,,,True,EU27,4.852030263919617,125-149
ITC3,2,IT,Liguria,Liguria,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITC3,NUTS 2,2023,PPS_HAB_EU27_2020,105,,,True,EU27,4.653960350157523,100-124
ITC4,2,IT,Lombardia,Lombardia,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITC4,NUTS 2,2023,PPS_HAB_EU27_2020,133,,,True,EU27,4.890349128221754,125-149
ITF1,2,IT,Abruzzo,Abruzzo,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF1,NUTS 2,2023,PPS_HAB_EU27_2020,84,,,True,EU27,4.430816798843313,75-99
ITF2,2,IT,Molise,Molise,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF2,NUTS 2,2023,PPS_HAB_EU27_2020,73,,,True,EU27,4.290459441148391,50-74
ITF3,2,IT,Campania,Campania,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF3,NUTS 2,2023,PPS_HAB_EU27_2020,64,,,True,EU27,4.1588830833596715,50-74
ITF4,2,IT,Puglia,Puglia,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF4,NUTS 2,2023,PPS_HAB_EU27_2020,64,,,True,EU27,4.1588830833596715,50-74
ITF5,2,IT,Basilicata,Basilicata,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF5,NUTS 2,2023,PPS_HAB_EU27_2020,75,,,True,EU27,4.31748811353631,75-99
ITF6,2,IT,Calabria,Calabria,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITF6,NUTS 2,2023,PPS_HAB_EU27_2020,57,,,True,EU27,4.04305126783455,50-74
ITG1,2,IT,Sicilia,Sicilia,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITG1,NUTS 2,2023,PPS_HAB_EU27_2020,60,,,True,EU27,4.0943445622221,50-74
ITG2,2,IT,Sardegna,Sardegna,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITG2,NUTS 2,2023,PPS_HAB_EU27_2020,72,,,True,EU27,4.276666119016055,50-74
ITH1,2,IT,Provincia Autonoma di Bolzano/Bozen,Provincia Autonoma di Bolzano/Bozen,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITH1,NUTS 2,2023,PPS_HAB_EU27_2020,166,,,True,EU27,5.111987788356544,150+
ITH2,2,IT,Provincia Autonoma di Trento,Provincia Autonoma di Trento,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITH2,NUTS 2,2023,PPS_HAB_EU27_2020,127,,,True,EU27,4.844187086458591,125-149
ITH3,2,IT,Veneto,Veneto,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITH3,NUTS 2,2023,PPS_HAB_EU27_2020,110,,,True,EU27,4.700480365792417,100-124
ITH4,2,IT,Friuli-Venezia Giulia,Friuli-Venezia Giulia,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITH4,NUTS 2,2023,PPS_HAB_EU27_2020,102,,,True,EU27,4.624972813284271,100-124
ITH5,2,IT,Emilia-Romagna,Emilia-Romagna,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITH5,NUTS 2,2023,PPS_HAB_EU27_2020,118,,,True,EU27,4.770684624465665,100-124
ITI1,2,IT,Toscana,Toscana,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITI1,NUTS 2,2023,PPS_HAB_EU27_2020,103,,,True,EU27,4.634728988229636,100-124
ITI2,2,IT,Umbria,Umbria,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITI2,NUTS 2,2023,PPS_HAB_EU27_2020,85,,,True,EU27,4.442651256490317,75-99
ITI3,2,IT,Marche,Marche,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITI3,NUTS 2,2023,PPS_HAB_EU27_2020,90,,,True,EU27,4.499809670330265,75-99
ITI4,2,IT,Lazio,Lazio,,,,Italy,Italie,ITA,UN Member State,Rome,T,F,F,Italien,ITI4,NUTS 2,2023,PPS_HAB_EU27_2020,114,,,True,EU27,4.736198448394496,100-124
LT01,2,LT,Sostinės regionas,Sostinės regionas,,,,Lithuania,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen,LT01,NUTS 2,2023,PPS_HAB_EU27_2020,131,,,True,EU27,4.875197323201151,125-149
LT02,2,LT,Vidurio ir vakarų Lietuvos regionas,Vidurio ir vakarų Lietuvos regionas,,,,Lithuania,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen,LT02,NUTS 2,2023,PPS_HAB_EU27_2020,67,,,True,EU27,4.204692619390966,50-74
LU00,2,LU,Luxembourg,Luxembourg,,,,Luxembourg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg,LU00,NUTS 2,2023,PPS_HAB_EU27_2020,248,,,True,EU27,5.5134287461649825,150+
LV00,2,LV,Latvija,Latvija,,,,Latvia,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland,LV00,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,True,EU27,4.248495242049359,50-74
ME00,2,ME,Crna Gora,Црна Гора,,,,Montenegro,Monténégro,MNE,UN Member State,Podgorica,F,F,T,Montenegro,ME00,NUTS 2,2023,PPS_HAB_EU27_2020,52,,,False,candidate country,3.9512437185814275,50-74
MK00,2,MK,Severna Makedonija,Северна Македонија,,,,North Macedonia,Macédoine du Nord,MKD,UN Member State,Skopje,F,F,T,Nordmazedonien,MK00,NUTS 2,2023,PPS_HAB_EU27_2020,41,e,,False,candidate country,3.713572066704308,<50
MT00,2,MT,Malta,Malta,,,,Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta,MT00,NUTS 2,2023,PPS_HAB_EU27_2020,109,,,True,EU27,4.6913478822291435,100-124
NL11,2,NL,Groningen,Groningen,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL11,NUTS 2,2023,PPS_HAB_EU27_2020,120,,,True,EU27,4.787491742782046,100-124
NL12,2,NL,Friesland (NL),Friesland (NL),,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL12,NUTS 2,2023,PPS_HAB_EU27_2020,96,,,True,EU27,4.564348191467836,75-99
NL13,2,NL,Drenthe,Drenthe,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL13,NUTS 2,2023,PPS_HAB_EU27_2020,93,,,True,EU27,4.532599493153256,75-99
NL21,2,NL,Overijssel,Overijssel,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL21,NUTS 2,2023,PPS_HAB_EU27_2020,112,,,True,EU27,4.718498871295094,100-124
NL22,2,NL,Gelderland,Gelderland,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL22,NUTS 2,2023,PPS_HAB_EU27_2020,110,,,True,EU27,4.700480365792417,100-124
NL23,2,NL,Flevoland,Flevoland,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL23,NUTS 2,2023,PPS_HAB_EU27_2020,103,,,True,EU27,4.634728988229636,100-124
NL32,2,NL,Noord-Holland,Noord-Holland,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL32,NUTS 2,2023,PPS_HAB_EU27_2020,172,,,True,EU27,5.147494476813453,150+
NL34,2,NL,Zeeland,Zeeland,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL34,NUTS 2,2023,PPS_HAB_EU27_2020,112,,,True,EU27,4.718498871295094,100-124
NL35,2,NL,Utrecht,Utrecht,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL35,NUTS 2,2023,PPS_HAB_EU27_2020,157,,,True,EU27,5.056245805348308,150+
NL36,2,NL,Zuid-Holland,Zuid-Holland,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL36,NUTS 2,2023,PPS_HAB_EU27_2020,126,,,True,EU27,4.836281906951478,125-149
NL41,2,NL,Noord-Brabant,Noord-Brabant,,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL41,NUTS 2,2023,PPS_HAB_EU27_2020,135,,,True,EU27,4.90527477843843,125-149
NL42,2,NL,Limburg (NL),Limburg (NL),,,,Netherlands,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande,NL42,NUTS 2,2023,PPS_HAB_EU27_2020,109,,,True,EU27,4.6913478822291435,100-124
PL21,2,PL,Małopolskie,Małopolskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL21,NUTS 2,2023,PPS_HAB_EU27_2020,69,,,True,EU27,4.23410650459726,50-74
PL22,2,PL,Śląskie,Śląskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL22,NUTS 2,2023,PPS_HAB_EU27_2020,79,,,True,EU27,4.3694478524670215,75-99
PL41,2,PL,Wielkopolskie,Wielkopolskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL41,NUTS 2,2023,PPS_HAB_EU27_2020,81,,,True,EU27,4.394449154672439,75-99
PL42,2,PL,Zachodniopomorskie,Zachodniopomorskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL42,NUTS 2,2023,PPS_HAB_EU27_2020,63,,,True,EU27,4.143134726391533,50-74
PL43,2,PL,Lubuskie,Lubuskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL43,NUTS 2,2023,PPS_HAB_EU27_2020,61,,,True,EU27,4.110873864173311,50-74
PL51,2,PL,Dolnośląskie,Dolnośląskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL51,NUTS 2,2023,PPS_HAB_EU27_2020,82,,,True,EU27,4.406719247264253,75-99
PL52,2,PL,Opolskie,Opolskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL52,NUTS 2,2023,PPS_HAB_EU27_2020,62,,,True,EU27,4.127134385045092,50-74
PL61,2,PL,Kujawsko-pomorskie,Kujawsko-pomorskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL61,NUTS 2,2023,PPS_HAB_EU27_2020,62,,,True,EU27,4.127134385045092,50-74
PL62,2,PL,Warmińsko-mazurskie,Warmińsko-mazurskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL62,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,True,EU27,3.9889840465642745,50-74
PL63,2,PL,Pomorskie,Pomorskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL63,NUTS 2,2023,PPS_HAB_EU27_2020,73,,,True,EU27,4.290459441148391,50-74
PL71,2,PL,Łódzkie,Łódzkie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL71,NUTS 2,2023,PPS_HAB_EU27_2020,73,,,True,EU27,4.290459441148391,50-74
PL72,2,PL,Świętokrzyskie,Świętokrzyskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL72,NUTS 2,2023,PPS_HAB_EU27_2020,57,,,True,EU27,4.04305126783455,50-74
PL81,2,PL,Lubelskie,Lubelskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL81,NUTS 2,2023,PPS_HAB_EU27_2020,53,,,True,EU27,3.970291913552122,50-74
PL82,2,PL,Podkarpackie,Podkarpackie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL82,NUTS 2,2023,PPS_HAB_EU27_2020,55,,,True,EU27,4.007333185232471,50-74
PL84,2,PL,Podlaskie,Podlaskie,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL84,NUTS 2,2023,PPS_HAB_EU27_2020,59,,,True,EU27,4.07753744390572,50-74
PL91,2,PL,Warszawski stołeczny,Warszawski stołeczny,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL91,NUTS 2,2023,PPS_HAB_EU27_2020,155,,,True,EU27,5.043425116919247,150+
PL92,2,PL,Mazowiecki regionalny,Mazowiecki regionalny,,,,Poland,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen,PL92,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,True,EU27,4.248495242049359,50-74
PT11,2,PT,Norte,Norte,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT11,NUTS 2,2023,PPS_HAB_EU27_2020,69,,,True,EU27,4.23410650459726,50-74
PT15,2,PT,Algarve,Algarve,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT15,NUTS 2,2023,PPS_HAB_EU27_2020,87,,,True,EU27,4.465908118654584,75-99
PT19,2,PT,Centro (PT),Centro (PT),,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT19,NUTS 2,2023,PPS_HAB_EU27_2020,70,,,True,EU27,4.248495242049359,50-74
PT1A,2,PT,Grande Lisboa,Grande Lisboa,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT1A,NUTS 2,2023,PPS_HAB_EU27_2020,127,,,True,EU27,4.844187086458591,125-149
PT1B,2,PT,Península de Setúbal,Península de Setúbal,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT1B,NUTS 2,2023,PPS_HAB_EU27_2020,54,,,True,EU27,3.9889840465642745,50-74
PT1C,2,PT,Alentejo,Alentejo,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT1C,NUTS 2,2023,PPS_HAB_EU27_2020,77,,,True,EU27,4.343805421853684,75-99
PT1D,2,PT,Oeste e Vale do Tejo,Oeste e Vale do Tejo,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT1D,NUTS 2,2023,PPS_HAB_EU27_2020,64,,,True,EU27,4.1588830833596715,50-74
PT20,2,PT,Região Autónoma dos Açores,Região Autónoma dos Açores,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT20,NUTS 2,2023,PPS_HAB_EU27_2020,71,,,True,EU27,4.2626798770413155,50-74
PT30,2,PT,Região Autónoma da Madeira,Região Autónoma da Madeira,,,,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal,PT30,NUTS 2,2023,PPS_HAB_EU27_2020,86,,,True,EU27,4.454347296253507,75-99
